,datePrecipDf,precipGR (m),precipIT (m),precipFR (m)
1024,10/21/2024,0.000933845,0.005195374,0.000301092
1025,10/22/2024,0.010269619,0.010488199,0.000782067
1026,10/23/2024,0.02947912,0.003107187,0.000209517
1027,10/24/2024,0.006342124,0.000116954,0.000135043
1028,10/25/2024,0.000273986,0.000195366,3.66e-05
1029,10/26/2024,0.000672124,6.44e-05,0.000139015
1030,10/27/2024,0.000616632,0.000122747,0.00061668
1031,10/28/2024,0.001136732,0.000617113,0.003467691
1032,10/29/2024,0.00025073,0.001300743,0.006756307
1033,10/30/2024,6.51e-05,0.000444508,0.000633004
1034,10/31/2024,6.19e-05,0.000559182,0.000215848
1035,11/1/2024,4.23e-05,0.005481575,0.000366649
1036,11/2/2024,0.000321686,0.006908196,0.000634119
1037,11/3/2024,0.000758924,0.007272503,0.002854009
1038,11/4/2024,3.97e-05,0.017363602,0.001016275
1039,11/5/2024,3.97e-05,0.002789159,0.0002952
1040,11/6/2024,4.05e-05,6.15e-05,2.22e-05
1041,11/7/2024,4.53e-05,0.001400126,2.58e-05
1042,11/8/2024,4.41e-05,0.002381884,3.82e-05
1043,11/9/2024,6.76e-05,0.001809911,6.31e-05
1044,11/10/2024,7.87e-05,0.000891101,2.95e-05
1045,11/11/2024,0.000629831,0.000715603,0.000531494
1046,11/12/2024,0.000374636,0.001935651,0.005036635
1047,11/13/2024,0.001292165,0.001033324,0.00058722
1048,11/14/2024,0.000589234,0.000539571,0.002160612
1049,11/15/2024,0.000157063,0.014433654,0.009459103
1050,11/16/2024,0.000488531,0.00942111,0.007527762
1051,11/17/2024,0.006282935,0.011198359,0.001260507
1052,11/18/2024,0.012467369,0.009688065,0.000543566
1053,11/19/2024,0.026272523,0.006003285,0.000239717
1054,11/20/2024,0.016900779,0.002341893,0.001084634
1055,11/21/2024,0.000411564,0.00039317,0.007331165
1056,11/22/2024,7.65e-05,0.002936244,0.0088808
1057,11/23/2024,0.000186486,0.00323565,0.004534713
1058,11/24/2024,0.000162025,0.00254382,0.007316252
1059,11/25/2024,0.004348822,0.002932983,0.001408847
1060,11/26/2024,0.000479819,0.006002636,0.000210415
1061,11/27/2024,0.000263754,0.006762789,0.000316519
1062,11/28/2024,0.000390998,0.001415142,0.000425673
1063,11/29/2024,0.00044272,6.73e-05,4.35e-05
1064,11/30/2024,0.000512448,6.67e-05,2.35e-05
1065,12/1/2024,8.81e-05,0.000115174,1.08e-05
1066,12/2/2024,0.000281381,0.000106599,0.000702291
1067,12/3/2024,0.001375467,0.000352868,0.003045316
1068,12/4/2024,0.00149079,0.001768417,0.000627467
1069,12/5/2024,0.001457137,0.00074019,0.00074237
1070,12/6/2024,0.001369633,0.000159481,0.001060111
1071,12/7/2024,0.000817789,0.000272954,0.000385668
1072,12/8/2024,0.00077987,0.002128527,0.000200761
1073,12/9/2024,0.003128077,0.00121244,0.000137003
1074,12/10/2024,0.008910439,0.000324512,0.000305941
1075,12/11/2024,0.002356763,0.000999196,6.28e-05
1076,12/12/2024,0.011622072,0.001759645,3.4e-05
1077,12/13/2024,0.001539853,0.000538891,8.02e-05
1078,12/14/2024,0.000466328,0.000856354,0.000932998
1079,12/15/2024,0.000903513,0.000815632,0.000579162
1080,12/16/2024,0.001308676,0.000565064,0.001565668
1081,12/17/2024,0.00266626,0.000769254,0.000951043
1082,12/18/2024,0.001499804,0.000254489,0.000397618
1083,12/19/2024,4.27e-05,8.63e-05,8.7e-05
1084,12/20/2024,3.98e-05,0.000124096,9.65e-06
1085,12/21/2024,6.74e-05,0.000170621,0.000186733
1086,12/22/2024,0.006611731,0.001219124,8.6e-05
1087,12/23/2024,0.007472159,0.000365161,3.94e-05
1088,12/24/2024,0.000179577,0.000103436,9.81e-06
1089,12/25/2024,0.000586652,0.001509671,1.03e-05
1090,12/26/2024,0.005762181,0.000638019,4.61e-05
1091,12/27/2024,0.003198558,0.001272022,0.000203409
1092,12/28/2024,0.014538786,0.005575118,3.93e-05
1093,12/29/2024,0.008925895,0.005840717,0.000148841
1094,12/30/2024,0.00098797,0.001623447,0.000196069
1095,12/31/2024,0.001528772,0.000745092,0.000376303
1096,1/1/2025,0.002574449,0.000187081,0.000281626
1097,1/2/2025,0.013675163,0.000621761,0.000103426
1098,1/3/2025,0.015819243,0.00142586,2.76e-05
1099,1/4/2025,0.004629385,0.000496417,4.9e-05
1100,1/5/2025,0.000808914,5.9e-05,1.29e-05
1101,1/6/2025,5.18e-05,2.83e-05,1.2e-05
1102,1/7/2025,0.001951779,5.96e-05,8.01e-05
1103,1/8/2025,0.000664248,9.01e-05,8.45e-05
1104,1/9/2025,0.000368816,6.74e-05,0.000129132
1105,1/10/2025,0.000283548,0.000421798,0.00231844
1106,1/11/2025,0.000249288,0.001866018,0.006367484
1107,1/12/2025,0.000178241,0.006146422,0.0055523
1108,1/13/2025,3.79e-05,0.009069423,0.003400741
1109,1/14/2025,2.93e-05,0.000925807,0.004890813
1110,1/15/2025,2.68e-05,0.001813638,0.003622665
1111,1/16/2025,5.01e-05,0.004093983,0.001593794
1112,1/17/2025,0.013249431,0.000830964,0.000834259
1113,1/18/2025,0.001333429,5.27e-05,0.001971437
1114,1/19/2025,5.56e-05,6.39e-05,0.006100457
1115,1/20/2025,0.000105427,0.000491906,0.002658188
1116,1/21/2025,6.72e-05,0.006795351,0.008046337
1117,1/22/2025,0.013894359,0.004911334,0.002716253
1118,1/23/2025,0.016576987,0.001845452,0.003067966
1119,1/24/2025,0.004779952,0.003323175,0.00536738
1120,1/25/2025,0.004916265,0.001377912,0.002196907
1121,1/26/2025,0.003920329,0.00347181,0.001239965
1122,1/27/2025,0.005003441,0.000727231,0.000760414
1123,1/28/2025,0.000728348,0.000856163,0.006061092
1124,1/29/2025,0.000397745,0.00118041,0.003502076
1125,1/30/2025,0.001992989,0.001125773,0.002695565
1126,1/31/2025,0.002980422,0.007680525,0.00631482
1127,2/1/2025,0.004491623,0.001168119,0.000569676
1128,2/2/2025,0.000797645,5.56e-05,0.003141653
1129,2/3/2025,0.000181431,0.007417896,0.00452953
1130,2/4/2025,0.003552487,0.00353747,0.005861662
1131,2/5/2025,0.000673616,0.000800424,0.001784186
1132,2/6/2025,0.000366627,0.00021749,0.001984005
1133,2/7/2025,0.000143796,0.000375429,0.000529879
1134,2/8/2025,3.37e-05,0.001869639,0.001723098
1135,2/9/2025,0.000127038,0.005105141,0.000839709
1136,2/10/2025,0.000645488,0.000144163,0.000678136
1137,2/11/2025,0.001185415,0.000450314,0.001682005
1138,2/12/2025,0.000866548,0.000818076,0.009470024
1139,2/13/2025,0.000586563,0.007358778,0.006302995
1140,2/14/2025,0.000617075,0.011458077,0.002384583
1141,2/15/2025,0.002669254,0.005521972,0.001414217
1142,2/16/2025,0.00484505,0.00130835,0.003587327
1143,2/17/2025,0.001897174,0.000145038,0.004438506
1144,2/18/2025,0.002503304,0.001777081,0.002516722
1145,2/19/2025,0.00068456,0.001220041,6.96e-05
1146,2/20/2025,0.01038542,0.000158614,8.59e-05
1147,2/21/2025,0.007336853,0.000104261,0.000626159
1148,2/22/2025,0.001124957,7.34e-05,0.004529144
1149,2/23/2025,0.000383941,0.000288783,0.007465932
1150,2/24/2025,0.00024788,0.004214039,0.008079681
1151,2/25/2025,0.00850658,0.013041633,0.002031787
1152,2/26/2025,0.011897637,0.002661452,0.002385311
1153,2/27/2025,0.002842414,0.002366091,0.004542587
1154,2/28/2025,0.007733215,0.004215241,0.002187124
1155,3/1/2025,0.003779279,0.001022366,0.008657657
1156,3/2/2025,0.000355818,0.000571863,0.006390769
1157,3/3/2025,0.002700767,0.001143426,0.002175172
1158,3/4/2025,0.008041006,0.00078868,0.001392459
1159,3/5/2025,0.000271241,0.000124758,0.002862714
1160,3/6/2025,4.11e-05,0.001452214,0.009366098
1161,3/7/2025,4.66e-05,0.004837999,0.003011532
1162,3/8/2025,5.1e-05,0.002015081,0.003886519
1163,3/9/2025,5.76e-05,0.003355151,0.002556664
1164,3/10/2025,9.65e-05,0.007134989,0.000862853
1165,3/11/2025,0.000501953,0.004519291,0.002914758
1166,3/12/2025,0.001925855,0.006972266,0.002193037
1167,3/13/2025,0.004132244,0.001213184,0.006970411
1168,3/14/2025,0.00070104,0.00237522,0.005985753
1169,3/15/2025,0.003644081,0.001585698,0.003357766
1170,3/16/2025,0.015625409,0.011583392,0.003403093
1171,3/17/2025,0.003939771,0.002253716,0.004623598
1172,3/18/2025,0.002408802,0.00537128,0.006017396
1173,3/19/2025,0.006575847,0.002530638,0.009219386
1174,3/20/2025,0.000589566,0.012249453,0.009860475
1175,3/21/2025,0.012102706,0.00638786,0.001617829
1176,3/22/2025,0.013526079,0.004665445,0.002195039
1177,3/23/2025,0.00031642,0.000830126,0.005419883
1178,3/24/2025,4.27e-05,0.004907864,0.007180443
1179,3/25/2025,5.09e-05,0.003812179,0.002711044
1180,3/26/2025,5.91e-05,0.000822054,0.002931162
1181,3/27/2025,0.000753926,0.000267709,0.003715152
1182,3/28/2025,9.9e-05,0.006538551,0.001979916
1183,3/29/2025,5.85e-05,0.009559011,0.001358595
1184,3/30/2025,8.11e-05,0.00133401,0.002251649
1185,3/31/2025,0.001759361,0.002269291,0.004297003
1186,4/1/2025,0.000897257,0.007159353,0.008335525
1187,4/2/2025,0.0001836,0.009398702,0.016620682
1188,4/3/2025,0.000343944,0.009459962,0.007184309
1189,4/4/2025,3.14e-05,0.009518645,0.002216506
1190,4/5/2025,3.02e-05,0.008702327,0.003137092
1191,4/6/2025,0.000225758,0.00740956,0.004136555
1192,4/7/2025,0.00064645,0.005217287,0.004234372
1193,4/8/2025,0.009177902,0.007260122,0.006156009
1194,4/9/2025,0.005305415,0.006383221,0.002179817
1195,4/10/2025,0.007624052,0.003694626,0.000252205
1196,4/11/2025,0.003592927,0.000845487,0.001601297
1197,4/12/2025,0.000224177,0.000883143,0.005604642
1198,4/13/2025,0.000166155,0.003656247,0.005645937
1199,4/14/2025,0.000307422,0.003315436,0.003916953
1200,4/15/2025,0.001172661,0.002964631,0.003123798
1201,4/16/2025,0.003373337,0.002897189,0.001770284
1202,4/17/2025,0.001771913,0.00379819,0.000976391
1203,4/18/2025,0.00143996,0.00233282,0.00072164
1204,4/19/2025,0.007934921,0.000332742,9.93e-05
1205,4/20/2025,0.002892555,0.000500768,0.004965973
1206,4/21/2025,0.000352293,0.009282343,0.006222448
1207,4/22/2025,0.000413105,0.00654215,0.003693938
1208,4/23/2025,0.000910166,0.005497122,0.002422708
1209,4/24/2025,0.002244236,0.008066537,0.000919695
1210,4/25/2025,0.002217973,0.007022681,0.000448367
1211,4/26/2025,0.001375795,0.003133146,0.000847518
1212,4/27/2025,0.000197048,0.002995355,0.001995431
1213,4/28/2025,2.62e-05,0.014073076,0.01016883
1214,4/29/2025,7.88e-05,0.007625673,0.008827861
1215,4/30/2025,0.003280693,0.002485216,0.003172586
1216,5/1/2025,0.000924837,0.001365722,0.001419252
1217,5/2/2025,0.000321065,0.005713502,0.000475741
1218,5/3/2025,0.00140597,0.00352496,0.000131378
1219,5/4/2025,0.007637121,0.000571367,0.005718703
1220,5/5/2025,0.003016279,0.003004967,0.007970843
1221,5/6/2025,0.00321153,0.001708779,0.006393375
1222,5/7/2025,7.45e-05,0.004033763,0.0035029
1223,5/8/2025,2.33e-05,0.00769374,0.004209336
1224,5/9/2025,0.001933119,0.005098841,0.002298135
1225,5/10/2025,0.005613972,0.003108535,0.000712509
1226,5/11/2025,0.00152231,0.0005411,0.005310141
1227,5/12/2025,0.001274067,0.003104138,0.010824651
1228,5/13/2025,0.002667128,0.007248403,0.001629106
1229,5/14/2025,0.003902861,0.002257692,0.002628939
1230,5/15/2025,9.78e-05,0.00653922,0.004692727
1231,5/16/2025,2.61e-05,0.012788832,0.001261066
1232,5/17/2025,0.00071297,0.008217606,0.00118709
1233,5/18/2025,0.003146129,0.00431345,0.006390373
1234,5/19/2025,0.001625971,0.002067787,0.00235083
1235,5/20/2025,0.000215793,0.002635435,0.001196002
1236,5/21/2025,0.000449765,0.003317975,0.003476443
1237,5/22/2025,0.003860496,0.002655266,0.002313511
1238,5/23/2025,0.000691287,0.00285469,0.002555081
1239,5/24/2025,0.001457121,0.005652759,0.001315113
1240,5/25/2025,0.003879309,0.00146747,0.00647927
1241,5/26/2025,0.000743685,0.002135011,0.008421414
1242,5/27/2025,6.62e-05,0.008580933,0.000828
1243,5/28/2025,0.00011505,0.000212678,0.002444365
1244,5/29/2025,0.000175413,0.000994848,0.003213326
1245,5/30/2025,0.000291469,0.000731062,0.007130865
1246,5/31/2025,0.001138348,0.004104619,0.012239494
1247,6/1/2025,0.004684686,0.014148024,0.00293726
1248,6/2/2025,0.014852414,0.00096358,0.000424126
1249,6/3/2025,0.005400718,0.000810658,0.002796397
1250,6/4/2025,0.002342522,0.002385322,0.003123109
1251,6/5/2025,9.33e-05,0.002105985,0.006048661
1252,6/6/2025,0.000138961,0.002185378,0.001534812
1253,6/7/2025,0.000171796,0.004157736,0.009032335
1254,6/8/2025,0.000143282,0.003429514,0.002736291
1255,6/9/2025,0.000747708,0.000560291,0.008937593
1256,6/10/2025,4.47e-05,0.004634598,0.009163527
1257,6/11/2025,5.59e-05,0.005787756,0.006638843
1258,6/12/2025,6.13e-05,0.001950707,0.001482163
1259,6/13/2025,0.000391744,0.002959187,0.003949429
1260,6/14/2025,0.000238388,0.003468482,0.004733791
1261,6/15/2025,5.25e-05,0.000542904,0.000190187
1262,6/16/2025,0.000233356,0.000630468,0.001688068
1263,6/17/2025,6.43e-05,0.002856241,0.003409506
1264,6/18/2025,4.51e-05,0.000654326,0.001983841
1265,6/19/2025,0.000130953,0.001217421,0.00542675
1266,6/20/2025,0.000649829,0.002687438,0.003183451
1267,6/21/2025,7.24e-05,0.010062121,0.008187309
1268,6/22/2025,5.27e-05,0.012625337,0.00703122
1269,6/23/2025,5.59e-05,0.000601937,0.000821105
1270,6/24/2025,5.58e-05,0.000296072,0.000247362
1271,6/25/2025,4.3e-05,0.000243513,0.002409339
1272,6/26/2025,4.31e-05,0.000473433,0.002884289
1273,6/27/2025,3.93e-05,0.001103361,0.000263916
1274,6/28/2025,4.4e-05,0.005583876,0.001860791
1275,6/29/2025,0.000111777,0.003396219,0.0011801
1276,6/30/2025,5.67e-05,0.00080172,0.003931421
1277,7/1/2025,0.000249148,0.004113885,0.001268908
1278,7/2/2025,0.000125253,0.003185539,0.000685546
1279,7/3/2025,0.00042493,0.001309156,0.000106422
1280,7/4/2025,0.001113021,0.000383094,0.001138
1281,7/5/2025,0.000603679,0.000331347,0.000556453
1282,7/6/2025,0.001452231,0.000292055,0.000212936
1283,7/7/2025,0.000836622,0.000459201,0.000438176
1284,7/8/2025,8.31e-05,0.002216665,0.00302058
1285,7/9/2025,0.000223031,0.002457501,0.001372339
1286,7/10/2025,0.001309858,0.003826745,0.000210652
1287,7/11/2025,0.004098935,0.000686318,0.000222854
1288,7/12/2025,0.025723854,0.001302972,0.000408043
1289,7/13/2025,0.014705625,0.001519536,0.000131611
1290,7/14/2025,0.013582404,0.00152081,0.000138191
1291,7/15/2025,0.003408964,0.000533243,0.000275289
1292,7/16/2025,0.002443164,0.000567715,0.000892727
1293,7/17/2025,0.000148266,0.000415407,0.00227041
1294,7/18/2025,0.001183089,0.002091723,0.004913558
1295,7/19/2025,0.003125688,0.003821217,0.0032571
1296,7/20/2025,0.00165173,0.004284973,0.000556075
1297,7/21/2025,0.000793223,0.003548892,0.000521265
1298,7/22/2025,0.001202514,0.004057299,0.000359455
1299,7/23/2025,0.001650314,0.005971099,0.002384674
1300,7/24/2025,0.001957444,0.002392115,0.006310052
1301,7/25/2025,0.002590055,0.001607628,0.007432172
1302,7/26/2025,0.00154839,0.002241034,0.003884291
1303,7/27/2025,0.001936625,0.005051079,0.000212379
1304,7/28/2025,0.003351333,0.002152145,0.002338588
1305,7/29/2025,0.000222135,0.008500629,0.006985383
1306,7/30/2025,8.5e-05,0.004883373,0.012468225
1307,7/31/2025,0.000135792,0.00702331,0.002541113
1308,8/1/2025,9.35e-05,0.00042381,0.00119609
1309,8/2/2025,6.56e-05,0.003865134,0.006670315
1310,8/3/2025,6.84e-05,0.013827133,0.001716482
1311,8/4/2025,0.000102684,0.002735198,0.000869339
1312,8/5/2025,9.03e-05,0.00401118,0.001572895
1313,8/6/2025,0.00034365,0.009978687,0.003370684
1314,8/7/2025,0.002365447,0.003710966,0.002765129
1315,8/8/2025,0.002540971,0.002206467,0.001731593
1316,8/9/2025,0.001644352,0.005606521,0.010654508
1317,8/10/2025,0.005043823,0.013756378,0.004721898
1318,8/11/2025,0.001677546,0.001656169,0.00370266
1319,8/12/2025,5.74e-05,0.000473451,0.002117238
1320,8/13/2025,5.58e-05,0.00244619,0.002142664
1321,8/14/2025,5.77e-05,0.000893814,0.001464906
1322,8/15/2025,5.68e-05,0.000893842,0.000876275
1323,8/16/2025,0.000274228,0.000525655,0.007671241
1324,8/17/2025,7.47e-05,0.006084035,0.001667968
1325,8/18/2025,5.28e-05,0.000177708,0.001042312
1326,8/19/2025,4.48e-05,8.55e-05,0.000607275
1327,8/20/2025,4.83e-05,0.000126657,0.005266831
1328,8/21/2025,5.18e-05,0.000741466,0.009970016
1329,8/22/2025,6.06e-05,0.001353755,0.001256605
1330,8/23/2025,5.28e-05,0.000128121,0.0001066
1331,8/24/2025,0.000130996,9.02e-05,0.001109545
1332,8/25/2025,5.74e-05,0.000359407,0.007820133
1333,8/26/2025,5.38e-05,0.005220976,0.003045314
1334,8/27/2025,5.44e-05,0.000852978,0.001958937
1335,8/28/2025,5.68e-05,0.004351416,0.006760023
1336,8/29/2025,4.18e-05,0.00472907,0.002645488
1337,8/30/2025,0.000161319,0.002677908,0.000181621
1338,8/31/2025,0.000307882,0.000555713,0.005602079
1339,9/1/2025,6.72e-05,0.01150183,0.002544014
1340,9/2/2025,7.93e-05,0.001497626,0.012873232
1341,9/3/2025,0.000180875,0.000705554,0.001496139
1342,9/4/2025,6.18e-05,0.000174663,0.000124933
1343,9/5/2025,7.04e-05,0.000950113,0.002740227
1344,9/6/2025,8.03e-05,0.001366142,4.07e-05
1345,9/7/2025,0.001207595,0.000609024,8e-05
1346,9/8/2025,0.003362579,0.001208641,0.000770032
1347,9/9/2025,0.008682321,0.000395324,0.000809994
1348,9/10/2025,0.003253833,0.002596945,0.00588725
1349,9/11/2025,0.013815222,0.005149723,0.000343384
1350,9/12/2025,0.012688064,0.002569667,0.00015179
1351,9/13/2025,0.003337041,0.000561095,0.000713914
1352,9/14/2025,0.002880648,0.001598974,0.001550359
1353,9/15/2025,0.002099208,0.00507354,0.000379512
1354,9/16/2025,0.011199529,0.001543587,0.002921615
1355,9/17/2025,0.003636733,0.016517354,0.002299926
1356,9/18/2025,0.001040552,0.009679638,0.000955418
1357,9/19/2025,8.63e-05,0.020136649,0.002008948
1358,9/20/2025,0.000195133,0.012048379,0.001716226
1359,9/21/2025,0.012773001,0.017190214,0.001163389
1360,9/22/2025,0.006818944,0.005108508,0.001070588
1361,9/23/2025,0.001002812,0.002697622,0.00010857
1362,9/24/2025,0.000226318,0.000915025,2.67e-05
1363,9/25/2025,9.04e-05,0.000204116,5.16e-05
1364,9/26/2025,0.000251771,0.000105066,2.73e-05
1365,9/27/2025,0.003104515,9.48e-05,2.58e-05
1366,9/28/2025,0.001931485,0.000139848,2.74e-05
1367,9/29/2025,0.00267923,8.65e-05,0.002201598
1368,9/30/2025,0.004395792,9.53e-05,0.001318503
1369,10/1/2025,0.005512971,0.000406392,0.000725236
1370,10/2/2025,0.00246326,0.000488539,0.00028987
1371,10/3/2025,0.000168793,0.003056555,0.000143928
1372,10/4/2025,5.81e-05,0.003379773,0.001669998
1373,10/5/2025,8.95e-05,0.001004489,0.002968322
1374,10/6/2025,6.28e-05,0.00157184,0.001676422
1375,10/7/2025,6.68e-05,0.005043449,0.010912539
1376,10/8/2025,9.62e-05,0.005583067,0.004214442
1377,10/9/2025,0.004912525,0.002107795,0.003880105
1378,10/10/2025,0.015510807,0.001203403,0.002080534
1379,10/11/2025,0.024411321,0.000217826,0.008447603
1380,10/12/2025,0.006232405,0.002211659,0.004141093
1381,10/13/2025,0.0032371,0.009280493,0.00117733
1382,10/14/2025,0.014108464,0.001218972,0.002938568
1383,10/15/2025,0.002165051,0.000675523,0.00197126
1384,10/16/2025,0.000320743,0.000173094,0.000225224
1385,10/17/2025,0.000220515,5.64e-05,0.000994862
1386,10/18/2025,7.13e-05,7.77e-05,0.003985256
1387,10/19/2025,7.41e-05,0.000448395,0.001875464
1388,10/20/2025,6.58e-05,0.000910904,0.003576105
1389,10/21/2025,6.2e-05,0.000655162,0.009752195
1390,10/22/2025,5.49e-05,0.00568526,0.006572893
1391,10/23/2025,6.08e-05,8.18e-05,0.001790722
1392,10/24/2025,6.36e-05,5.44e-05,0.001998748
1393,10/25/2025,6.78e-05,5.16e-05,0.002736082
1394,10/26/2025,6.93e-05,5.57e-05,0.002959222
1395,10/27/2025,5.26e-05,4.89e-05,0.001721671
1396,10/28/2025,5.52e-05,7.12e-05,0.002790734
1397,10/29/2025,6.32e-05,0.000536003,0.00627801
1398,10/30/2025,5.64e-05,0.001347159,0.002738667
1399,10/31/2025,0.000168272,0.000606348,0.001728784
1400,11/1/2025,0.000251498,5.83e-05,0.004381123
1401,11/2/2025,3.92e-05,5.84e-05,0.004755081
1402,11/3/2025,4.11e-05,0.000713365,0.009635133
1403,11/4/2025,3.6e-05,0.012225704,0.008993891
1404,11/5/2025,3.84e-05,0.015454461,0.001988353
1405,11/6/2025,3.68e-05,0.009428447,0.002323448
1406,11/7/2025,0.001010001,0.00152429,0.005424269
1407,11/8/2025,5.68e-05,0.007618942,0.002707302
1408,11/9/2025,0.000683951,0.000255892,0.004666171
1409,11/10/2025,0.00025004,0.000554335,0.005622352
1410,11/11/2025,0.000181622,0.00230064,0.004193912
1411,11/12/2025,0.000114054,0.003531556,0.00338332
1412,11/13/2025,4.42e-05,0.000424393,0.005700639
1413,11/14/2025,4.07e-05,0.001952885,0.007851044
1414,11/15/2025,3.79e-05,7.54e-05,0.003754843
1415,11/16/2025,4.18e-05,0.000125142,0.001562055
1416,11/17/2025,4.54e-05,0.002969489,0.00697304
1417,11/18/2025,3.52e-05,0.007433409,0.001222483
1418,11/19/2025,4e-05,0.003605877,0.00025246
1419,11/20/2025,4.71e-05,0.001474108,0.002159263
1420,11/21/2025,7.5e-05,0.000673101,0.002355379
1421,11/22/2025,0.000717501,5.77e-05,0.003195981
1422,11/23/2025,0.000736783,0.00771749,0.009798243
1423,11/24/2025,4.2e-05,0.00446152,0.000197806
1424,11/25/2025,0.002340403,0.000113917,0.001210514
1425,11/26/2025,0.001312511,0.000117824,0.000402101
1426,11/27/2025,0.000229751,0.000658417,0.004216894
1427,11/28/2025,0.000191019,0.001816723,0.005947738
1428,11/29/2025,0.003027905,0.002140926,0.000563064
1429,11/30/2025,0.000804576,0.000594021,0.001045216
1430,12/1/2025,0.000142399,0.00075532,0.004202557
1431,12/2/2025,0.005421336,0.001146903,0.004836667
1432,12/3/2025,0.000985803,0.000518974,0.002723498
1433,12/4/2025,8.78e-05,8.85e-05,0.001956596
1434,12/5/2025,0.001374925,0.002159175,0.004197131
1435,12/6/2025,0.004078031,0.000587444,0.010825331
1436,12/7/2025,3.99e-05,0.000275458,0.002638646
1437,12/8/2025,3.18e-05,8.21e-05,0.000643116
1438,12/9/2025,3.3e-05,0.000272893,0.002340294
1439,12/10/2025,4.03e-05,0.000143777,0.00514738
1440,12/11/2025,3.6e-05,0.002595381,0.003918212
1441,12/12/2025,0.000253692,0.000301705,0.001195241
1442,12/13/2025,0.000279663,0.00062484,0.000633096
1443,12/14/2025,0.001866137,0.000419991,0.000846888
1444,12/15/2025,0.001108867,0.00087698,0.000171753
1445,12/16/2025,0.001020467,0.001219909,5.71e-05
1446,12/17/2025,0.000750897,0.000254752,1.34e-05
1447,12/18/2025,0.000123343,0.000182426,0.000105767
1448,12/19/2025,6.2e-05,5.54e-05,0.001643804
1449,12/20/2025,3.57e-05,9.64e-05,0.006896255
1450,12/21/2025,3.73e-05,0.002430741,0.017298629
1451,12/22/2025,4.5e-05,0.001284693,0.001403412
1452,12/23/2025,3.49e-05,0.001728092,0.00241924
1453,12/24/2025,3.46e-05,0.000823083,0.008829313
1454,12/25/2025,3.8e-05,0.004741502,0.006010038
1455,12/26/2025,0.002691454,0.007221145,0.002652926
1456,12/27/2025,0.01760367,0.001588033,0.005555433
1457,12/28/2025,0.006094828,0.00606856,0.004922316
1458,12/29/2025,0.010389313,0.001777474,0.006230452
1459,12/30/2025,0.000768926,0.001319132,0.011095438
1460,12/31/2025,3.69e-05,0.000644558,0.006613017
1461,1/1/2026,3.07e-05,3.54e-05,0.000506896
1462,1/2/2026,2.75e-05,0.002686271,0.006477608
1463,1/3/2026,9.1e-05,2.9e-05,0.000286733
1464,1/4/2026,6.04e-05,2.39e-05,0.001186206
1465,1/5/2026,4.87e-05,2.5e-05,0.002302451
1466,1/6/2026,2.78e-05,3.47e-05,0.00269466
1467,1/7/2026,2.72e-05,4.79e-05,0.003809136
1468,1/8/2026,2.96e-05,3.1e-05,0.002423236
1469,1/9/2026,0.000132474,2.93e-05,0.000211204
1470,1/10/2026,0.00055657,4.1e-05,0.001733544
1471,1/11/2026,0.00010433,5.01e-05,0.003446944
1472,1/12/2026,0.001243185,0.002412384,0.00176841
1473,1/13/2026,0.020222188,0.005897152,0.001555741
1474,1/14/2026,0.009553898,0.001587079,0.000141103
1475,1/15/2026,0.003314155,0.001005141,1.12e-05
1476,1/16/2026,0.001583377,0.000232858,1.62e-05
1477,1/17/2026,0.000660678,0.000115223,1.65e-05
1478,1/18/2026,0.00013247,2.51e-05,0.000101225
1479,1/19/2026,7.63e-05,0.001580402,0.000386374
1480,1/20/2026,0.007192028,0.002014103,0.00174254
1481,1/21/2026,0.005367543,0.001378812,0.001925927
1482,1/22/2026,0.007219546,0.001274605,0.0007273
1483,1/23/2026,0.001480191,0.000333535,0.002773273
1484,1/24/2026,0.000565535,0.000879332,0.006131986
1485,1/25/2026,0.000142322,0.002184516,0.001480471
1486,1/26/2026,0.0011606,0.006501999,0.003568641
1487,1/27/2026,3.03e-05,0.015925688,0.002372059
1488,1/28/2026,0.003910384,0.001645525,0.001975008
1489,1/29/2026,0.003389681,0.000196464,0.008017065
1490,1/30/2026,0.001111379,0.00048156,0.003901205
1491,1/31/2026,0.000784785,0.001255394,0.001977937
1492,2/1/2026,0.013891782,0.003692786,0.002653672
1493,2/2/2026,0.006023177,0.008996038,0.007524007
1494,2/3/2026,0.005993455,0.011441074,0.006918249
1495,2/4/2026,0.014046228,0.002675067,0.0059257
1496,2/5/2026,0.000301391,0.001002343,0.004140109
1497,2/6/2026,0.000165488,0.001407163,0.003077689
1498,2/7/2026,0.006518866,0.000355167,0.001589706
1499,2/8/2026,0.006383457,0.000342252,0.007730234
1500,2/9/2026,0.00070856,0.000669042,0.004493463
1501,2/10/2026,3.94e-05,0.001357143,0.000332215
1502,2/11/2026,6.45e-05,0.000899405,0.001047552
1503,2/12/2026,0.003022703,9.08e-05,0.000816025
1504,2/13/2026,0.000245339,0.000458524,0.006033154
1505,2/14/2026,8.66e-05,9.83e-05,0.001729922
1506,2/15/2026,0.003048996,0.001618451,0.002089146
1507,2/16/2026,0.018729986,0.000400217,0.000812477
1508,2/17/2026,0.001564885,0.000593632,0.000913993
1509,2/18/2026,0.000479295,0.000406148,0.00318927
1510,2/19/2026,0.000566906,0.004605714,0.00033457
1511,2/20/2026,0.000300526,0.00215169,0.000133128
1512,2/21/2026,0.002835628,0.001990594,1.01e-05
1513,2/22/2026,0.008210752,0.000278966,0.001113183
